model,set,item_id,intermediate,lens,layer,top10
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,52, surrounded |  embraced |  embracing |  facing |  Surrounded |  confronted |  faced |  defeated |  vanqu |  confronting
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,53, surrounded |  embraced |  facing |  embracing |  confronted |  Surrounded |  faced |  defeated |  confronting |  vanqu
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,54, surrounded |  facing |  embraced |  embracing |  Surrounded |  faced |  confronted |  surrendered |  defeated |  confronting
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,55, surrounded |  embraced |  facing |  embracing |  surrendered |  faced |  sur |  confronted | Sur |  defeated
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,56, embracing |  embraced |  facing |  surrounded |  faced | Facing |  surrendered |  Surrounded |  Embr |  Facing
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,57, embraced |  embracing |  facing |  surrounded |  faced | Facing |  Embr |  Surrounded |  surrendered | Sur
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,58, embraced | Sur | Facing | Em | And |  Embr | His |  embracing |  faced | Consumed
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,59,And | Sur | Em | His | Lost | A | Consumed | Facing | Con | Def
gemma-3-27b-it,poetry,couplet-breath-death,death,released-R,60,And | A | Sur | Em | His | As | Lost | While | Con | Then
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,0,ের | ς | s | ों | ی | ים | samb | silk | ˁ |  Elektrokh
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,1,ς | ের | ों | ים | s | autoarima | 蜞 | samb | ی | 󰡕
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,2,ের | ों | autoarima | 󰡕 | 蜞 | ς | 粆 | 麋 |  Maugin | ˁ
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,3,ों | autoarima | 󰡕 | ের | ים | ς | ی | 麋 | 粆 | 쯜
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,4,󰡕 |  adjudged | ╿ | నకు | 𒉈 | ﺛ | 蜞 | ⸨ | 粆 | ों
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,5,󰡕 | ≳ |  adjudged | AudioAsset | ╿ |  fudai | ों |  fulfils |  whereupon | ⸨
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,6,󰡕 |  fulfils | ≳ | AudioAsset | 𒉈 |  adjudged | ≔ | Metering |  किंतु |  हेतु
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,7, fulfils | 󰡕 |  fulfilment |  fulfil |  utilises |  soddisf |  utilised | ​— |  हेतु | 
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,8,󰡕 | </i> |  utilised | 하였 |  utilises | ​— | ―――― | AudioAsset | newdata | 曏
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,9,</i> | 󰡕 | ​— | ―――― |  endeavoured | Whilst |  |  summarised | ⩽ | AudioAsset
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,10,</i> | ​— | 󰡕 | ― | ―――― | ⎯ | ⟺ | </blockquote> | ∕ | ‘‘
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,11,</i> | ​— | ― | 󰡕 | ⎯ |  阅读全文 |  | ⟺ |  | Willow
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,12,"</i> | ​— |  阅读全文 | ,! | 󰡕 | Computation | ...! |  | ― | "
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,13,"</i> |  阅读全文 | ​— | ,! |  | ,… | ― | ⎯ | 󰡕 | ...!"
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,14,"​— |  阅读全文 | </i> |  […] | ,… |  |  |  | 󰡕 | ...!"
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,15," 阅读全文 | </i> | ​— |  […] | ,… |  |  |  | 󰡕 | ―"
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,16,"​— |  阅读全文 | </i> |  | 󰡕 |  |  آ | coloured | ,… | ―"
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,17,​— | 󰡕 |  | </i> |  |  آ |  阅读全文 | ⌞ | 􀂃 | 
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,18,​— | 󰡕 |  阅读全文 |  |  | ⌞ |  |  |  آ |  стихо
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,19,"​— | 󰡕 |  阅读全文 |  |  |  |  آ | ,… | ⌞ |  стихо"
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,20,󰡕 |  阅读全文 |  emphasises |  marvellous | </blockquote> |  стихо | ​— | ⌞ |  emphasise |  آ
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,21, marvellous |  emphasised |  emphasises |  emphasise |  آ | 󰡕 |  fertilisers |  muß | ⌞ |  стихо
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,22," emphasises |  marvellous |  emphasise |  emphasised |  آ | 󰡕 |  стихо |  fertilisers | ​— | ,…"
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,23,🩶 |  стихо | 𝄞 |  emphasised | Stabilise |  emphasises |  fertilisers |  emphasise | 🥹 |  آ
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,24, Pogis | 〝 |  aussitôt | 𝄞 | 诗人 | ≐ | ➰ |  стихо | ‛ |  হইয়াছে
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,25, marvellous |  emphasises | ...! |  emphasise | 诗人 | </blockquote> | 。... |  muß | !... |  হৃদয়
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,26, !” |  marvelous | 〝 |  speedily |  aussitôt |  marvellous |  thence |  thereupon | .’’ | !”.
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,27, aussitôt |  mustn |  speedily |  astonished |  uttered |  lingers | 诗人 |  marvellous |  thereupon |  proves
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,28, mustn |  proves |  aussitôt |  marvellous |  thereupon |  astonished |  therefor |  lingers |  loosing |  whereupon
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,29, mustn |  proves |  marvellous |  therefor |  prove |  wondrous |  insures | ៕ |  needn |  सुन्दर
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,30, marvellous |  mustn |  proves | ៕ |  mysteriously |  calmly |  quietly |  amazed |  calmed |  marvell
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,31, ölüm | Death |  смерть | death |  marvellous |  śmierci |  death |  Death |  sorrow |  ಸಾವ
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,32, ölüm | Death | death |  death |  смерть |  Death |  śmierci | 死亡 |  मृत्यु |  смерти
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,33,Death |  ölüm | death | 死亡 |  death |  смерть |  Death |  śmierci |  kematian |  مرگ
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,34, ölüm | death | Death |  death | 死亡 |  śmierci |  смерть |  kematian |  Death |  مرگ
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,35, ölüm | death | Death |  death |  смерть |  śmierci | 死亡 |  muerte |  Death |  مرگ
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,36,Death | death |  смерть |  ölüm |  death |  Death |  مرگ | 死亡 |  śmierci |  मौत
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,37,death |  смерть | Death |  ölüm |  death |  مرگ |  śmierci | 死亡 |  Death |  kematian
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,38, смерть | death | Death |  ölüm |  death |  śmierci |  مرگ | 死亡 |  kematian |  Death
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,39,death | Death |  death |  смерть |  ölüm |  śmierci |  Death |  مرگ |  मौत | 死亡
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,40,death | Death |  смерть |  death |  ölüm |  Death |  śmierci |  مرگ |  मौत | 死亡
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,41,death | Death |  death |  смерть |  ölüm |  Death |  śmierci |  مرگ | 死亡 |  muerte
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,42,death |  death | Death |  смерть |  Death |  śmierci | 死亡 |  ölüm |  muerte |  DEATH
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,43,death |  death | Death |  Death |  смерть |  śmierci | 死亡 |  ölüm |  muerte |  DEATH
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,44,death |  death | Death |  Death |  смерть |  śmierci |  ölüm | 死亡 |  muerte |  मौत
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,45,death |  death | Death |  смерть |  śmierci |  Death |  ölüm |  muerte |  मौत | 死亡
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,46, embraced |  vanqu |  surrounded | death |  Surrounded |  conquered |  embracing |  succumbed |  overtaken |  смерть
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,47, surrounded |  embraced |  Surrounded |  vanqu |  overtaken |  encircled |  succumbed |  conquered |  embracing |  engulfed
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,48, surrounded |  embraced |  Surrounded |  confronted |  encircled |  vanqu |  succumbed |  conquered |  embracing |  overtaken
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,49, embraced |  surrounded |  embracing |  confronted |  facing |  Surrounded |  vanqu |  confronting |  conquered |  engulfed
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,50, surrounded |  embraced |  embracing |  confronted |  facing |  Surrounded |  vanqu |  engulfed |  encircled |  conquered
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,51, surrounded |  embraced |  embracing |  facing |  confronted |  Surrounded |  vanqu |  engulfed |  confronting |  encircled
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,52, surrounded |  embraced |  embracing |  facing |  confronted |  Surrounded |  vanqu |  confronting |  defeated |  conquered
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,53, surrounded |  embraced |  embracing |  facing |  confronted |  Surrounded |  confronting |  vanqu |  faced |  conquered
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,54, surrounded |  embraced |  facing |  embracing |  Surrounded |  confronted |  faced |  surrendered |  vanqu |  confronting
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,55, surrendered |  embraced |  surrounded |  embracing |  facing |  confronted |  enveloped |  faced |  sur |  engulfed
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,56, embracing |  embraced |  facing |  faced |  surrounded |  surrendered |  Surrounded |  defeated | Facing |  succ
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,57, embracing |  embraced |  facing |  Embr |  surrendered |  surrounded |  faced |  Surrounded |  Facing | Facing
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,58, embraced |  Embr |  embracing |  Facing | Facing |  faced |  facing |  Surrounded |  surrendered |  surrounded
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,59,And | Sur | His | Em | Consumed | Facing | Lost |  embraced | A | Def
gemma-3-27b-it,poetry,couplet-breath-death,death,released-J,60,And | A | Sur | Em | His | As | Lost | While | Con | Then
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,0,"
 | 

 | : | 


 | ou | u | ; | 6 | ر | ,"
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,1,"
 | 

 | : | 


 | ou | 8 | ر | 6 | u | ‌تر"
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,2,"
 | 

 | : | 


 |  | il | ou | u | ' | </h3>"
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,3,"
 | 

 | ' | : | il |  | n | 


 | u | ‌تر"
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,4,"
 | 

 | u | n | 


 | il | ' | on |  | 



"
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,5,"
 | n | u | on | il | 

 | ר |  SMK | ות | ,"
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,6,"
 | n | on | u | il | m | em | el | et |  SMK"
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,7,"n | 
 | on | il | u | m | el | et | in | em"
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,8,"u | il | on | n | 
 | em | m | et | el | in"
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,9,"n | 
 | u | on | il | em | in | et | an | m"
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,10,"on | u | 
 | n | il | in | em | an | et | m"
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,11,"u | 
 | on | n | il | an | in | em | et | p"
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,12,"u | on | n | 
 | an | il | em | et | in | ak"
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,13,"n | on | u | 
 | il | an | em | et | ak | in"
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,14,"n | u | 
 | on | il | an | em | et | in | p"
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,15,"n | u | il | on | et | 
 | em | an | in | ak"
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,16,"n | il | u | on | et | an | em | 
 | p | in"
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,17,il | n | u | et | on | p | an | em | ak | is
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,18,il | et | u | n | on | an | p | em | is | a
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,19,il | et | u | an | p | n | on | em | a | ak
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,20,il | et | u | an | on | p | n | ből |  QnrB | l
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,21,il | et | ből | u | on |  Hacer |  చేసి | newToken | p |  чтоб
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,22,il | on | ből | u | et |  చేసి |  | avacanam | p | makes
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,23, |  చేసి | il | ből | attham | on | ımda |  समझाने | newToken |  Че
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,24, |  Че | 谒 | smoothing | ből |  создал |  чтоб | cityName | apadam |  छंद
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,25, |  Не | ற்புத | 㣩 | hatan |  чтоб | ֖ | ből | !“ |  svůj
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,26, Не | ően | 㣩 | ற்புத |  поверну |  svůj |  murió |  murdered | 那 |  Пи
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,27, Не | That | apes |  That |  Sister | ించ |  Drum |  its |  was |  Grandma
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,28,That |  Не |  That | 那 |  was |  Command |  to |  To |  it |  Buddha
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,29,That |  Не | To | Its | Can | And |  To |  That |  Turn | Only
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,30,That |  Death | Death | To | Give |  Не | Could | Its | Oh |  was
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,31, death |  Death | death | Death |  DEATH |  morte |  muerte |  смерть |  смерти |  죽
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,32, death | death |  Death | Death |  morte |  muerte |  DEATH |  смерти |  смерть | 死
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,33, death | death | Death |  Death |  morte |  muerte |  DEATH |  смерти |  смерть |  죽
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,34, death | death | Death |  Death |  muerte |  morte |  DEATH |  смерти |  śmierci |  смерть
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,35, death | death | Death |  Death |  muerte |  DEATH |  morte |  смерть |  मौत | 死
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,36, death | Death | death |  Death |  muerte |  смерти |  смерть |  DEATH |  morte |  मौत
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,37, death | death | Death |  Death |  muerte |  смерть |  DEATH |  morte |  смерти |  मौत
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,38, death | death | Death |  Death |  muerte |  смерть |  morte |  DEATH |  смерти |  मौत
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,39, death | death | Death |  Death |  смерть |  muerte |  morte |  मौत |  DEATH |  смерти
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,40, death | Death | death |  Death |  смерть |  morte |  muerte |  मौत |  مرگ |  śmierci
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,41, death | Death | death |  Death |  смерть |  muerte |  morte |  DEATH |  смерти |  मौत
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,42, death | Death | death |  Death |  muerte |  смерть |  morte |  DEATH |  смерти |  मौत
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,43, death | Death | death |  Death |  смерть |  muerte |  смерти |  morte |  मौत |  śmierci
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,44, death | Death | death |  Death |  muerte |  смерть |  मौत |  morte |  смерти |  śmierci
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,45,Death |  death | death |  Death |  morte |  смерть |  muerte |  मौत |  śmierci |  смерти
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,46, surrounded | Death |  embraced | death |  death |  Surrounded |  vanqu |  embracing |  facing |  defeated
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,47, surrounded |  embraced |  Surrounded | Death |  vanqu |  death | death |  encircled |  embracing |  overtaken
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,48, surrounded |  embraced |  Surrounded |  confronted |  vanqu |  encircled |  facing |  embracing |  confronting |  faced
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,49, surrounded |  embraced |  facing |  embracing |  confronted |  faced |  Surrounded |  vanqu |  defeated |  confronting
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,50, surrounded |  embraced |  facing |  confronted |  faced | facing |  vanqu |  defeated |  embracing |  Surrounded
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,51, surrounded |  facing |  embraced |  faced | facing |  confronted |  embracing |  Surrounded |  defeated | Death
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,52, surrounded |  embraced |  facing |  embracing |  faced | facing |  confronted | Death |  defeated |  vanqu
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,53, surrounded |  embraced |  facing |  embracing |  faced | facing | Death |  confronted |  defeated |  Surrounded
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,54, surrounded |  embraced |  facing |  embracing |  faced |  vanqu | facing |  Surrounded |  defeated |  confronted
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,55, surrounded |  embraced | Sur |  facing |  embracing | sur |  faced |  sur |  surrendered | facing
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,56, embraced |  embracing | Sur |  facing |  surrounded | Facing |  faced | facing | Def | His
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,57,Sur |  embraced | Def |  embracing | Facing |  surrounded |  facing | And | His | Con
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,58,Sur | Em | And | His | Def |  embraced | Con | Facing | As | Lost
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,59,And | Sur | Em | His | A | Con | Del | Lost | He | Def
gemma-3-27b-it,poetry,couplet-breath-death,death,logit,60,And | A | Sur | Em | His | As | Lost | While | Con | Then
